campaign_row_id,campaign_name,results,amount_spent_ngn,impressions,reach,cost_per_result_ngn,derived_ctr_pct,derived_cpm_ngn,derived_frequency
1,Bunda Youtube – official,480589.0,294600.87,2102655.0,1263819.0,0.61299961,22.856293590722206,140.10899077594755,1.6637311197252138
2,Bunda Youtube,85175.0,97312.77,510614.0,355788.0,1.1425039,16.680897899391713,190.57990967736882,1.43516363677246
17,"Post: ""Feel the beats, feel the 'Pressure.' Now...""",33414.0,9825.0,110215.0,96069.0,0.29403843,30.31710747175974,89.14394592387606,1.1472483319280933
14,DJ Khoded Valid Concert II,8213.0,12919.39,49077.0,40078.0,1.57304152,16.73492674776372,263.24734600729465,1.2245371525525226
48,"Post: ""Feel the emotions as I lay myself bare for you...""",2587.0,4226.5,10583.0,9221.0,1.63374565,24.444864405178116,399.36690919399035,1.147706322524672
7,"Instagram post: Feel the beats, feel the...",2214.0,24103.47,429034.0,371336.0,10.88684282,0.5160430175697032,56.180792198287314,1.1553794945817266
31,Instagram post: What's the craziest thing you've...,1870.0,5509.0,51216.0,49046.0,2.9459893,3.651202749140894,107.5640424867229,1.044244178934062
6,Instagram post: Feel the emotions as I lay myself...,1548.0,25339.74,650797.0,554492.0,16.36934109,0.23786219051409271,38.93647327814972,1.173681495855666
27,Instagram post: Bunda Baddie 🍑🔥💥 @ceebee__...,1500.0,5999.84,22505.0,19632.0,3.99989333,6.665185514330149,266.60031104199066,1.146342705786471
4,Instagram post: 🚀🎶 It's here! The official...,1481.0,35757.96,837404.0,724152.0,24.14446995,0.17685609335517863,42.700966319721424,1.1563925805631967
9,Instagram Post,1114.0,20000.0,368839.0,296584.0,17.95332136,0.30202879847304653,54.22420080306042,1.2436240660318831
11,Instagram post: 🎥 Exciting news! The official...,1074.0,15730.94,334104.0,317771.0,14.64705773,0.32145679189713383,47.08396188013313,1.0513986487124376
8,Instagram Post,775.0,22772.23,269225.0,235699.0,29.38352258,0.2878633113566719,84.58438109388058,1.142240739247939
22,Instagram post: @afronitaaa X @dreamcatchersda 😍...,739.0,8000.0,137332.0,124783.0,10.82543978,0.5381120205050535,58.252992747502404,1.1005665835891107
70,Instagram post: Bunda Baddie 🥰🤩🔥@ceebee__...,562.0,3062.0,11883.0,10615.0,5.44839858,4.729445426239165,257.6790372801481,1.1194536033914273
20,Instagram post: Feel the emotions as I lay myself...,539.0,8459.44,275838.0,247015.0,15.69469388,0.19540454904690435,30.668145795720676,1.1166852215452503
45,Instagram post: Last night was a blast at DJ...,418.0,4580.75,36116.0,33767.0,10.95873206,1.157381769852697,126.83436703953926,1.0695649598720645
34,"Instagram post: 🦅 LAGOS FAMILY 🦅
@tiwa_oflagos...",357.0,5243.95,40175.0,37854.0,14.68893557,0.8886123210952085,130.52769135034225,1.0613145242246527
35,"Instagram post: 🌞 Happy Sunday, everyone! 🙌 Hope...",343.0,5000.0,157029.0,156810.0,14.57725948,0.21843099045399259,31.841252252768598,1.001396594604936
100,WhatsApp Channel,320.0,1058.26,24692.0,24692.0,3.3070625,1.2959663048760732,42.858415681192284,1.0
